date, pm25, pm10, o3, no2, so2, co
2021/10/13, 152, 124, 23, 15, 2, 10
2021/10/14, 152, 127, 39, 16, 2, 14
2021/10/15, 167, 194, 42, 21, 3, 18
2021/10/16, 213, 116, 7, 11, 1, 8
2021/10/17, 163, 28, 6, 6, 1, 9
2021/10/18, 46, 70, 17, 9, 1, 10
2021/10/19, 116, 120, 25, 13, 1, 15
2021/10/20, 171, 134, 20, 14, 1, 11
2021/10/21, 143, 108, 18, 12, 1, 13
2021/10/22, 118, 104, 17, 12, 2, 10
2021/10/23, 140, 86, 18, 9, 1, 8
2021/10/24, 141, 64, 20, 11, 1, 10
2021/10/25, 102, 102, 23, 11, 1, 15
2021/10/26, 150, 147, 18, 16, 2, 11
2021/10/27, 177, 143, 22, 15, 1, 12
2021/10/28, 186, 151, 23, 17, 1, 14
2021/10/29, 185, 143, 20, 15, 1, 9
2021/10/30, 178, 159, 26, 15, 1, 12
2021/10/31, 195, 176, 22, 17, 2, 17
2021/11/1, 204, 151, 19, 15, 1, 12
2021/11/2, 193, 166, 22, 15, 1, 13
2021/11/3, 209, 294, 25, 14, 1, 13
2021/11/4, 330, 552, 13, 13, 1, 14
2021/11/5, 396, 292, 22, 15, 1, 12
2021/11/6, 377, 245, 24, 15, 1, 12
2021/11/7, 315, 223, 24, 16, 1, 12
2021/11/8, 308, 251, 23, 17, 2, 13
2021/11/9, 318, 225, 31, 18, 2, 15
2021/11/10, 278, 310, 3, 17, 1, 16
2021/11/11, 356, 429, 17, 17, 1, 16
2021/11/12, 447, 299, 3, 18, 1, 13
2021/11/13, 330, 168, 15, 22, 2, 14
2021/11/14, 231, 204, 16, 25, 1, 13
2021/11/15, 250, 262, 21, 21, 1, 13
2021/11/16, 311, 236, 22, 21, 1, 10
2021/11/17, 276, 195, 20, 22, 1, 21
2021/11/18, 246, 223, 19, 23, 2, 17
2021/11/19, 292, 208, 23, 20, 2, 15
2021/11/20, 276, 182, 22, 9, 1, 10
2021/11/21, 259, 157, 20, 8, 1, 6
2021/11/22, 193, 157, 20, 9, 1, 15
2021/11/23, 206, 247, 22, 14, 2, 17
2021/11/24, 281, 326, 21, 11, 1, 13
2021/11/25, 333, 305, 20, 13, 2, 22
2021/11/26, 341, 244, 17, 10, 1, 24
2021/11/27, 307, 287, 19, 8, 1, 15
2021/11/28, 340, 199, 16, 9, 1, 17
2021/11/29, 284, 190, 17, 16, 1, 13
2021/11/30, 238, 244, 3, 29, , 15
2021/12/1, 287, 266, 2, 21, 1, 12
2021/12/2, 338, 188, 11, 20, , 17
2021/12/3, 262, 161, 21, 19, 1, 16
2021/12/4, 237, 176, 15, 24, 1, 22
2021/12/5, 242, 132, 13, 18, , 10
2021/12/6, 213, 121, 13, 16, , 11
2021/12/7, 174, 129, 14, 18, , 12
2021/12/8, 188, 154, 14, 20, 1, 13
2021/12/9, 219, 151, 14, 17, 1, 12
2021/12/10, 215, 117, 18, 16, 1, 11
2021/12/11, 184, 126, 18, 18, , 14
2021/12/12, 194, 211, 12, 21, 2, 20
2021/12/13, 271, 292, 21, 20, 2, 17
2021/12/14, 318, 180, 19, 16, 2, 13
2021/12/15, 261, 219, 18, 19, 2, 12
2021/12/16, 309, 132, 19, 14, 2, 7
2021/12/17, 210, 140, 13, 15, 1, 9
2021/12/18, 208, 149, 1, 16, 1, 12
2021/12/19, 220, 208, 9, 21, 2, 12
2021/12/20, 259, 298, 13, 25, 2, 21
2021/12/21, 317, 303, 11, 27, 2, 17
2021/12/22, 345, 424, 10, 27, 2, 20
2021/12/23, 380, 332, 9, 18, 2, 11
2021/12/24, 323, 385, 9, 22, 2, 11
2021/12/25, 410, 344, 6, 16, 1, 9
2021/12/26, 416, 134, 8, 11, 2, 10
2021/12/27, 193, 136, , 16, 1, 8
2021/12/28, 215, 141, 9, 14, 2, 10
2021/12/29, 207, 176, 11, 15, 2, 10
2021/12/30, 233, 179, 11, 16, 2, 9
2021/12/31, 266, 200, 12, 18, 2, 9
2022/1/1, 295, 285, , 13, 2, 9
2022/1/2, 393, 206, 16, 23, 2, 10
2021/7/1, 97, 148, 11, 6, 2, 5
2021/7/2, 108, 85, 10, 7, 2, 5
2021/7/3, 92, 98, 25, 11, 2, 7
2021/7/4, 126, 94, 22, 8, 2, 5
2021/7/5, 103, 99, 20, 8, 3, 5
2021/7/6, 113, 101, 16, 10, 2, 5
2021/7/7, 112, 121, 14, 8, 2, 5
2021/7/8, 108, 71, 14, 6, 2, 5
2021/7/9, 116, 53, 12, 5, 2, 5
2021/7/10, 71, 60, 6, 4, 2, 4
2021/7/11, 112, 56, 5, 3, 2, 5
2021/7/12, 91, 43, 7, 8, 2, 7
2021/7/13, 78, 47, 41, 10, 2, 6
2021/7/14, 83, 68, 18, 6, 2, 5
2021/7/15, 116, 66, 6, 6, 1, 5
2021/7/16, 100, 73, 13, 8, 2, 5
2021/7/17, 125, 52, 6, 7, 2, 5
2021/7/18, 89, 18, 1, 8, 2, 6
2021/7/19, 49, 49, 5, 8, 2, 6
2021/7/20, 94, 60, 8, 9, 2, 7
2021/7/21, 96, 48, 4, 6, 2, 4
2021/7/22, 78, 53, 4, 7, 2, 6
2021/7/23, 86, 63, 9, 9, 2, 6
2021/7/24, 101, 58, 16, 7, 2, 5
2021/7/25, 89, 60, 8, 7, 2, 5
2021/7/26, 115, 45, 1, 7, 2, 5
2021/7/27, 90, 28, , 6, 2, 5
2021/7/28, 50, 38, 6, 7, 2, 6
2021/7/29, 71, 49, 4, 9, 2, 10
2021/7/30, 95, 44, 36, 5, 2, 12
2021/7/31, 69, 50, 6, 8, 2, 14
2021/8/1, 85, 64, 32, 8, 1, 14
2021/8/2, 116, 53, 6, 6, 1, 11
2021/8/3, 78, 48, 5, 6, 1, 12
2021/8/4, 62, 66, 7, 6, 1, 11
2021/8/5, 96, 75, 9, 8, 1, 12
2021/8/6, 118, 69, 3, 9, 1, 14
2021/8/7, 114, 61, 4, 9, 1, 13
2021/8/8, 113, 64, 6, 8, 1, 12
2021/8/9, 114, 90, 5, 7, 2, 12
2021/8/10, 87, 76, 5, 6, 1, 10
2021/8/11, 69, 79, 8, 6, 1, 10
2021/8/12, 70, 74, 8, 6, 1, 10
2021/8/13, 67, 79, 9, 5, 1, 10
2021/8/14, 71, 75, 9, 5, 1, 10
2021/8/15, 75, 85, 11, 7, 1, 11
2021/8/16, 83, 99, 10, 8, 1, 12
2021/8/17, 114, 105, 12, 10, 1, 13
2021/8/18, 142, 113, 10, 10, 1, 11
2021/8/19, 156, 44, 3, 7, 1, 11
2021/8/20, 84, 20, 3, 5, 1, 11
2021/8/21, 66, 47, 3, 6, 1, 12
2021/8/22, 109, 51, 6, 10, 1, 12
2021/8/23, 96, 73, 2, 9, 1, 14
2021/8/24, 116, 80, 3, 7, 1, 10
2021/8/25, 91, 87, 4, 7, 1, 11
2021/8/26, 81, 117, 10, 9, 1, 11
2021/8/27, 108, 94, 10, 9, 1, 12
2021/8/28, 127, 81, 6, 7, 1, 11
2021/8/29, 129, 37, 6, 4, 1, 10
2021/8/30, 77, 32, 1, 6, 1, 11
2021/8/31, 57, 34, 1, 7, 1, 11
2021/9/1, 67, 42, 7, 9, 1, 12
2021/9/2, 77, 40, 7, 9, 1, 11
2021/9/3, 68, 43, 6, 11, 1, 13
2021/9/4, 68, 60, 9, 9, 1, 13
2021/9/5, 104, 72, 12, 10, 1, 13
2021/9/6, 124, 58, 18, 7, 1, 12
2021/9/7, 106, 44, 5, 5, 1, 10
2021/9/8, 70, 49, 5, 6, 1, 10
2021/9/9, 82, 47, 4, 6, 1, 10
2021/9/10, 85, 25, 7, 8, 1, 11
2021/9/11, 62, 35, 4, 8, 1, 13
2021/9/12, 73, 62, 31, 8, 1, 11
2021/9/13, 107, 65, 7, 6, 1, 12
2021/9/14, 73, 48, 6, 6, 1, 11
2021/9/15, 58, 44, 3, 7, 1, 11
2021/9/16, 63, 51, 7, 6, 1, 10
2021/9/17, 68, 56, 8, 7, 2, 11
2021/9/18, 89, 52, 8, 7, 1, 11
2021/9/19, 78, 53, 7, 7, 1, 12
2021/9/20, 80, 53, 6, 7, 1, 10
2021/9/21, 80, 44, 8, 7, 1, 10
2021/9/22, 75, 42, 6, 6, 1, 10
2021/9/23, 67, 47, 5, 8, 1, 11
2021/9/24, 68, 64, 12, 8, 1, 11
2021/9/25, 103, 53, 9, 7, 1, 11
2021/9/26, 95, 79, 18, 9, 1, 12
2021/9/27, 129, 71, 16, 8, 1, 11
2021/9/28, 110, 53, 8, 7, 1, 12
2021/9/29, 76, 58, 9, 8, 1, 9
2021/9/30, 89, 82, 13, 13, 1, 13
2021/4/1, 98, 102, 22, 14, 3, 5
2021/4/2, 117, 90, 31, 17, 3, 7
2021/4/3, 130, 101, 29, 18, 3, 8
2021/4/4, 130, 127, 32, 24, 3, 9
2021/4/5, 155, 172, 53, 21, 4, 7
2021/4/6, 181, 143, 31, 11, 3, 5
2021/4/7, 141, 90, 27, 14, 3, 7
2021/4/8, 108, 90, 27, 15, 3, 8
2021/4/9, 113, 91, 30, 16, 2, 9
2021/4/10, 111, 103, 30, 17, 4, 7
2021/4/11, 128, 131, 32, 20, 3, 6
2021/4/12, 164, 129, 25, 18, 4, 6
2021/4/13, 147, 107, 23, 13, 3, 4
2021/4/14, 122, 136, 27, 16, 3, 6
2021/4/15, 130, 242, 6, 15, 2, 5
2021/4/16, 143, , , , , 
2021/4/19, 124, 115, 26, 13, 4, 2
2021/4/20, 156, 67, 20, 5, 2, 4
2021/4/21, 80, 81, 27, 7, 3, 4
2021/4/22, 100, 83, 20, 6, 3, 3
2021/4/23, 97, 67, 28, 8, 3, 4
2021/4/24, 82, 107, 31, 13, 3, 5
2021/4/25, 135, 168, 37, 19, 4, 9
2021/4/26, 194, 197, 36, 19, 5, 10
2021/4/27, 197, 213, 34, 16, 4, 7
2021/4/28, 208, 246, 35, 12, 4, 6
2021/4/29, 195, 188, 30, 14, 3, 7
2021/4/30, 167, 141, 36, 8, 3, 5
2021/5/1, 135, 103, 26, 9, 2, 5
2021/5/2, 125, 167, 21, 9, 2, 5
2021/5/3, 132, 102, 19, 9, 2, 5
2021/5/4, 112, 117, 29, 6, 3, 5
2021/5/5, 147, 93, 21, 5, 2, 5
2021/5/6, 128, 81, 37, 9, 3, 6
2021/5/7, 128, 82, 35, 10, 2, 6
2021/5/8, 131, 80, 30, 6, 2, 5
2021/5/9, 131, 82, 26, 10, 2, 6
2021/5/10, 131, 88, 31, 7, 2, 5
2021/5/11, 119, 94, 23, 6, 2, 4
2021/5/12, 94, 60, 22, 6, 2, 5
2021/5/13, 84, 71, 30, 6, 2, 5
2021/5/14, 102, 128, 25, 8, 2, 5
2021/5/15, 90, 82, 37, 12, 3, 6
2021/5/16, 130, 98, 20, 19, 2, 8
2021/5/17, 140, 49, 9, 6, 2, 5
2021/5/18, 70, 40, 6, 6, 2, 5
2021/5/19, 85, 43, 15, 5, 2, 6
2021/5/20, 82, 44, 14, 8, 2, 6
2021/5/21, 75, 42, 24, 7, 2, 5
2021/5/22, 66, 401, 22, 7, 2, 5
2021/5/23, 162, 93, 25, 7, 2, 5
2021/5/24, 111, 79, 80, 10, 2, 5
2021/5/25, 87, 122, 59, 15, 3, 8
2021/5/26, 153, 95, 33, 15, 2, 8
2021/5/27, 121, 79, 16, 6, 2, 6
2021/5/28, 93, 66, 14, 3, 2, 5
2021/5/29, 53, 97, 14, 5, 2, 5
2021/5/30, 59, 87, 24, 14, 2, 8
2021/5/31, 99, 92, 24, 9, 2, 7
2021/6/1, 77, 79, 20, 10, 2, 8
2021/6/2, 114, 96, 41, 12, 3, 8
2021/6/3, 142, 91, 24, 11, 2, 7
2021/6/4, 128, 80, 25, 11, 2, 6
2021/6/5, 102, 99, 20, 11, 2, 7
2021/6/6, 99, 104, 42, 14, 3, 10
2021/6/7, 119, 246, 10, 11, 3, 8
2021/6/8, 124, 187, 12, 8, 2, 7
2021/6/9, 106, 124, 10, 5, 3, 6
2021/6/10, 131, 121, 13, 7, 3, 6
2021/6/11, 95, 63, 8, 5, 3, 6
2021/6/12, 90, 61, 11, 5, 3, 7
2021/6/13, 95, 65, 20, 11, 2, 6
2021/6/14, 90, 78, 14, 6, 2, 5
2021/6/15, 86, 62, 20, 8, 2, 5
2021/6/16, 92, 65, 14, 8, 2, 5
2021/6/17, 101, 46, 4, 5, 2, 5
2021/6/18, 73, 48, 8, 5, 2, 5
2021/6/19, 75, 38, 16, 4, 2, 5
2021/6/20, 74, 59, 23, 7, 2, 6
2021/6/21, 103, 88, 39, 9, 3, 6
2021/6/22, 114, 157, 55, 12, 3, 6
2021/6/23, 152, 94, 14, 6, 2, 5
2021/6/24, 127, 113, 25, 8, 3, 5
2021/6/25, 124, 86, 23, 10, 3, 7
2021/6/26, 110, 107, 23, 8, 2, 6
2021/6/27, 155, 99, 27, 11, 2, 8
2021/6/28, 152, 116, 26, 13, 2, 7
2021/6/29, 142, 193, 12, 10, 2, 4
2021/6/30, 118, 134, 12, 6, 2, 5
2021/1/4, 161, 86, 11, 15, 10, 9
2021/1/5, 163, 113, 27, 13, 9, 7
2021/1/6, 191, 109, 15, 12, 8, 6
2021/1/7, 181, 165, 9, 14, 9, 9
2021/1/8, 222, 135, 15, 15, 12, 6
2021/1/9, 204, 111, 18, 11, 7, 6
2021/1/10, 186, 116, 22, 14, 9, 6
2021/1/11, 190, 152, 22, 16, 9, 14
2021/1/12, 222, 218, 32, 19, 8, 16
2021/1/13, 282, 442, 30, 23, 9, 24
2021/1/14, 430, 430, 39, 24, 10, 20
2021/1/15, 428, 258, 25, 23, 7, 14
2021/1/16, 323, 161, 16, 11, 8, 9
2021/1/17, 282, 174, 21, 12, 9, 10
2021/1/18, 247, 257, 20, 11, 7, 14
2021/1/19, 317, 122, 21, 8, 7, 7
2021/1/20, 196, 128, 29, 21, 8, 11
2021/1/21, 199, 211, 15, 24, 7, 11
2021/1/22, 304, 150, 24, 21, 8, 8
2021/1/23, 230, 205, 9, 20, 7, 9
2021/1/24, 275, 147, 25, 19, 7, 4
2021/1/25, 207, 151, 48, 18, 8, 6
2021/1/26, 210, 156, 38, 32, 10, 15
2021/1/27, 200, 276, 33, 37, 10, 15
2021/1/28, 306, 237, 37, 33, 8, 10
2021/1/29, 272, 152, 41, 37, 7, 10
2021/1/30, 204, 146, 43, 33, 8, 14
2021/1/31, 194, 261, 35, 46, 8, 24
2021/2/1, 266, 234, 73, 48, 9, 16
2021/2/2, 251, 170, 32, 28, 7, 5
2021/2/3, 228, 109, 22, 24, 7, 5
2021/2/4, 169, 96, 1, 30, 7, 8
2021/2/5, 150, 104, 2, 24, 7, 4
2021/2/6, 163, 124, , 26, 7, 7
2021/2/7, 184, 174, 1, 32, 10, 11
2021/2/8, 228, 178, 10, 37, 9, 19
2021/2/9, 163, 217, 37, 31, 8, 20
2021/2/10, 232, 152, 12, 20, 3, 13
2021/2/11, 186, 257, 22, 14, 2, 12
2021/2/12, 261, 178, 21, 17, 2, 12
2021/2/13, 214, 203, 30, 17, 2, 22
2021/2/14, 234, 162, 44, 16, 2, 15
2021/2/15, 204, 193, 95, 17, 3, 10
2021/2/16, 225, 165, 95, 15, 2, 11
2021/2/17, 200, 166, 71, 21, 3, 16
2021/2/18, 185, 154, 78, 17, 3, 11
2021/2/19, 201, 124, 49, 15, 2, 8
2021/2/20, 175, 160, 21, 15, 3, 6
2021/2/21, 212, 135, 33, 15, 2, 7
2021/2/22, 180, 124, 26, 19, 3, 9
2021/2/23, 153, 147, 33, 20, 3, 17
2021/2/24, 164, 142, 30, 17, 2, 11
2021/2/25, 175, 140, 27, 15, 3, 6
2021/2/26, 162, 128, 20, 14, 2, 11
2021/2/27, 134, 127, 31, 13, 2, 4
2021/2/28, 140, 110, 29, 14, 2, 5
2021/3/1, 133, 107, 22, 10, 3, 5
2021/3/2, 133, 135, 26, 15, 4, 10
2021/3/3, 157, 173, 29, 24, 4, 20
2021/3/4, 167, 128, 23, 14, 2, 5
2021/3/5, 155, 129, 28, 14, 3, 10
2021/3/6, 166, 190, 25, 16, 3, 10
2021/3/7, 184, 145, 22, 12, 3, 7
2021/3/8, 173, 173, 15, 12, 3, 6
2021/3/9, 183, 98, 25, 15, 3, 8
2021/3/10, 121, 153, 22, 15, 3, 10
2021/3/11, 180, 123, 11, 13, 2, 5
2021/3/12, 135, 154, 29, 13, 3, 8
2021/3/13, 180, 110, 25, 9, 3, 5
2021/3/14, 156, 159, 18, 12, 3, 5
2021/3/15, 172, 229, 12, 13, 3, 7
2021/3/16, 178, 220, 19, 14, 3, 9
2021/3/17, 175, 219, 22, 17, 3, 12
2021/3/18, 181, 173, 23, 15, 3, 7
2021/3/19, 167, 139, 26, 16, 3, 9
2021/3/20, 166, 141, 26, 16, 3, 8
2021/3/21, 159, 141, 16, 15, 3, 8
2021/3/22, 152, 172, 10, 12, 3, 4
2021/3/23, 140, 119, 23, 12, 3, 5
2021/3/24, 136, 80, 16, 10, 2, 5
2021/3/25, 108, 95, 21, 14, 3, 9
2021/3/26, 133, 115, 30, 18, 3, 10
2021/3/27, 152, 143, 31, 19, 2, 12
2021/3/28, 163, , , , , 
2021/3/30, 151, 107, 17, 11, 2, 5
2021/3/31, 70, 116, 18, 9, 3, 4
2020/10/1, 139, 103, 58, 11, 6, 6
2020/10/2, 150, 100, 62, 14, 6, 7
2020/10/3, 150, 102, 70, 15, 7, 7
2020/10/4, 151, 106, 57, 15, 7, 7
2020/10/5, 140, 112, 60, 16, 8, 11
2020/10/6, 149, 115, 34, 25, 7, 10
2020/10/7, 159, 111, 73, 25, 8, 7
2020/10/8, 160, 114, 31, 34, 7, 10
2020/10/9, 162, 119, 76, 26, 8, 7
2020/10/10, 168, 117, 78, 20, 9, 6
2020/10/11, 170, 170, 126, 33, 10, 10
2020/10/12, 196, 140, 40, 30, 7, 12
2020/10/13, 182, 146, 53, 36, 9, 18
2020/10/14, 193, 133, 51, 32, 8, 11
2020/10/15, 184, 129, 45, 39, 8, 14
2020/10/16, 180, 145, 68, 42, 8, 17
2020/10/17, 190, 123, 54, 31, 7, 9
2020/10/18, 166, 125, 48, 34, 7, 9
2020/10/19, 172, 123, 59, 35, 9, 13
2020/10/20, 164, 116, 47, 35, 7, 19
2020/10/21, 158, 164, 42, 49, 9, 20
2020/10/22, 204, 177, 73, 42, 9, 21
2020/10/23, 231, 168, 65, 39, 8, 19
2020/10/24, 220, 153, 82, 44, 8, 21
2020/10/25, 211, 170, 58, 41, 9, 20
2020/10/26, 224, 193, 50, 33, 8, 14
2020/10/27, 220, 163, 59, 44, 8, 20
2020/10/28, 215, 187, 59, 49, 8, 26
2020/10/29, 250, 192, 14, 43, 7, 17
2020/10/30, 254, 263, 4, 35, 7, 9
2020/10/31, 307, 239, 4, 33, 8, 10
2020/11/1, 294, 144, 4, 39, 8, 14
2020/11/2, 201, 133, 3, 45, 7, 22
2020/11/3, 175, 356, 2, 54, 9, 17
2020/11/4, 357, 248, 2, 47, 8, 15
2020/11/5, 318, 211, 2, 47, 8, 16
2020/11/6, 277, 314, 2, 43, 8, 16
2020/11/7, 344, 277, 2, 52, 9, 18
2020/11/8, 340, 550, 2, 62, 8, 24
2020/11/9, 505, 475, 17, 47, 8, 26
2020/11/10, 240, 146, 10, 36, 8, 21
2020/11/11, 191, 156, 2, 44, 8, 23
2020/11/12, 193, 164, 30, 48, 8, 23
2020/11/13, 208, 297, 40, 41, 8, 23
2020/11/14, 359, 320, 39, 26, 6, 14
2020/11/15, 313, 83, 27, 20, 6, 8
2020/11/16, 163, 90, 29, 25, 5, 9
2020/11/17, 155, 108, 38, 31, 6, 12
2020/11/18, 175, 119, 32, 34, 6, 11
2020/11/19, 185, 154, 34, 34, 5, 10
2020/11/20, 235, 120, 30, 31, 7, 11
2020/11/21, 170, 132, 31, 31, 7, 12
2020/11/22, 193, 158, 26, 46, 7, 19
2020/11/23, 209, 236, 32, 49, 7, 23
2020/11/24, 269, 313, 22, 37, 7, 16
2020/11/25, 320, 111, 27, 22, 7, 7
2020/11/26, 168, 92, 26, 25, 6, 10
2020/11/27, 148, 114, 37, 26, 7, 11
2020/11/28, 178, 119, 47, 32, 7, 12
2020/11/29, 181, 145, 50, 33, 7, 18
2020/11/30, 207, 192, 53, 41, 8, 15
2020/12/1, 262, 177, 52, 36, 7, 15
2020/12/2, 249, 156, 43, 38, 7, 12
2020/12/3, 224, 216, 55, 43, 8, 25
2020/12/4, 264, 248, 45, 31, 6, 14
2020/12/5, 297, 222, 43, 33, 6, 14
2020/12/6, 280, 260, 38, 31, 6, 16
2020/12/7, 309, 187, 42, 36, 10, 17
2020/12/8, 262, 146, 29, 25, 8, 23
2020/12/9, 232, 140, 24, 32, 8, 17
2020/12/10, 189, 166, 13, 35, 8, 14
2020/12/11, 209, 212, 14, 22, 5, 13
2020/12/12, 291, 117, 23, 17, 5, 6
2020/12/13, 185, 92, 26, , 6, 6
2020/12/14, 167, 115, 18, 24, 9, 7
2020/12/15, 185, 117, 21, 20, 4, 7
2020/12/16, 183, 147, 22, 22, 5, 9
2020/12/17, 208, 145, 30, 18, 7, 11
2020/12/18, 198, 159, 35, 15, 8, 11
2020/12/19, 216, 167, 34, 13, 8, 12
2020/12/20, 235, 185, 29, 12, 10, 22
2020/12/21, 238, 326, 32, 17, 10, 20
2020/12/22, 340, 325, 33, 23, 10, 25
2020/12/23, 338, 312, 31, 20, 15, 15
2020/12/24, 337, 190, 33, 18, 8, 15
2020/12/25, 251, 180, 33, 19, 8, 13
2020/12/26, 246, 266, 30, 18, 10, 14
2020/12/27, 316, 140, 25, 16, 10, 5
2020/12/28, 152, 168, 28, 15, 9, 7
2020/12/29, 187, 147, 22, 14, 7, 7
2020/12/30, 213, 183, 23, 16, 8, 9
2020/12/31, 268, 595, 18, 43, 11, 21
2021/1/1, 486, 284, 17, 22, 11, 12
2021/1/2, 337, 121, 9, 14, 10, 6
2021/1/3, 210, 80, 14, 15, 9, 7
2020/7/1, 119, 88, 44, 13, 7, 6
2020/7/2, 140, 88, 48, 11, 7, 5
2020/7/3, 141, 64, 37, 7, 7, 4
2020/7/4, 109, 41, 51, 9, 8, 4
2020/7/5, 77, 58, 22, 10, 7, 4
2020/7/6, 113, 32, 13, 6, 6, 3
2020/7/7, 55, 37, 16, 8, 5, 6
2020/7/8, 73, 49, 39, 11, 4, 6
2020/7/9, 89, 51, 33, 9, 5, 5
2020/7/10, 72, 40, 34, 8, 4, 4
2020/7/11, 61, 38, 34, 7, 5, 4
2020/7/12, 65, 74, 42, 10, 5, 4
2020/7/13, 82, 92, 55, 10, 5, 5
2020/7/14, 101, 69, 38, 7, 5, 5
2020/7/15, 102, 53, 22, 8, 6, 5
2020/7/16, 89, 62, 9, 12, 5, 8
2020/7/17, 121, 58, 19, 9, 5, 5
2020/7/18, 105, 40, 21, 10, 4, 7
2020/7/19, 70, 34, 35, 11, 4, 5
2020/7/20, 64, 31, 25, 7, 4, 4
2020/7/21, 68, 30, 12, 11, 4, 6
2020/7/22, 62, 51, 43, 11, 4, 9
2020/7/23, 95, 57, 26, 10, 4, 5
2020/7/24, 106, 44, 20, 7, 4, 5
2020/7/25, 85, 55, 26, 11, 5, 9
2020/7/26, 103, 55, 23, 9, 4, 8
2020/7/27, 92, 49, 22, 9, 4, 6
2020/7/28, 69, 50, 13, 12, 4, 5
2020/7/29, 75, 36, 21, 11, 4, 6
2020/7/30, 53, 59, 27, 14, 6, 7
2020/7/31, 108, 48, 17, 19, 5, 9
2020/8/1, 94, 42, 24, 12, 4, 5
2020/8/2, 68, 46, 23, 11, 4, 5
2020/8/3, 68, 48, 26, 10, 4, 5
2020/8/4, 69, 61, 12, 18, 6, 7
2020/8/5, 107, 44, 16, 8, 6, 4
2020/8/6, 51, 38, 22, 9, 6, 5
2020/8/7, 72, 61, 47, 15, 6, 7
2020/8/8, 123, 42, 21, 11, 5, 6
2020/8/9, 90, 42, 12, 9, 5, 5
2020/8/10, 85, 56, 25, 11, 5, 7
2020/8/11, 114, 42, 21, 6, 5, 4
2020/8/12, 69, 23, 9, 7, 5, 6
2020/8/13, 53, 36, 12, 6, 6, 5
2020/8/14, 63, 38, 16, 3, 5, 4
2020/8/15, 90, 26, 12, 5, 5, 5
2020/8/16, 52, 45, 36, 6, 5, 8
2020/8/17, 88, 48, 11, 6, 5, 7
2020/8/18, 82, 30, 9, 7, 5, 7
2020/8/19, 63, 26, 47, 6, 6, 7
2020/8/20, 59, 41, 103, 6, 9, 5
2020/8/21, 59, 42, 13, 6, 7, 3
2020/8/22, 54, 31, 14, 3, 6, 2
2020/8/23, 57, 22, 12, 4, 6, 2
2020/8/24, 50, 40, 12, 6, 5, 4
2020/8/25, 61, 28, 20, 5, 5, 3
2020/8/26, 47, 45, 28, 8, 5, 5
2020/8/27, 61, 49, 43, 10, 6, 8
2020/8/28, 88, 56, 35, 7, 7, 6
2020/8/29, 103, 35, 13, 3, 6, 2
2020/8/30, 59, 23, 14, 4, 5, 3
2020/8/31, 37, 32, 20, 5, 4, 3
2020/9/1, 49, 39, 42, 7, 4, 4
2020/9/2, 58, 53, 21, 8, 5, 5
2020/9/3, 91, 58, 8, 11, 6, 6
2020/9/4, 108, 43, 40, 10, 5, 5
2020/9/5, 74, 39, 54, 10, 5, 5
2020/9/6, 81, 60, 23, 13, 6, 7
2020/9/7, 114, 60, 40, 10, 5, 5
2020/9/8, 93, 69, 39, 11, 5, 7
2020/9/9, 130, 70, 39, 11, 5, 7
2020/9/10, 128, 80, 62, 12, 7, 8
2020/9/11, 131, 81, 54, 13, 6, 8
2020/9/12, 138, 86, 47, 12, 6, 7
2020/9/13, 153, 93, 42, 13, 5, 9
2020/9/14, 158, 84, 68, 13, 5, 9
2020/9/15, 150, 91, 44, 12, 5, 8
2020/9/16, 150, 72, 34, 11, 6, 5
2020/9/17, 119, 71, 31, 9, 5, 5
2020/9/18, 109, 82, 50, 10, 6, 6
2020/9/19, 143, 90, 45, 10, 6, 7
2020/9/20, 153, 90, 61, 9, 6, 6
2020/9/21, 146, 66, 19, 10, 6, 6
2020/9/22, 102, 58, 13, 7, 6, 5
2020/9/23, 85, 66, 39, 9, 7, 7
2020/9/24, 107, 81, 51, 10, 7, 9
2020/9/25, 131, 89, 21, 13, 6, 8
2020/9/26, 124, 66, 52, 11, 6, 6
2020/9/27, 95, 113, 39, 15, 7, 8
2020/9/28, 153, 112, 52, 13, 7, 6
2020/9/29, 157, 104, 45, 13, 7, 5
2020/9/30, 126, 99, 46, 14, 7, 8
2020/4/1, 85, , , , , 
2020/4/5, 106, 69, 30, 6, 10, 3
2020/4/6, 117, 62, 10, 4, 8, 2
2020/4/7, 79, 57, 11, 4, 8, 1
2020/4/8, 79, 51, 14, 6, 10, 2
2020/4/9, 89, 69, 15, 9, 9, 4
2020/4/10, 128, 69, 20, 8, 10, 4
2020/4/11, 118, 59, 14, 5, 9, 2
2020/4/12, 88, 77, 14, 8, 12, 4
2020/4/13, 123, 80, 16, 11, 9, 5
2020/4/14, 129, 105, 8, 11, 8, 5
2020/4/15, 131, 99, 13, 10, 10, 4
2020/4/16, 123, 61, 13, 5, 8, 1
2020/4/17, 74, 68, 13, 5, 7, 2
2020/4/18, 79, 43, 10, 6, 8, 2
2020/4/19, 74, 59, 9, 8, 7, 4
2020/4/20, 106, 54, 14, 6, 7, 3
2020/4/21, 93, 65, 14, 9, 8, 4
2020/4/22, 118, 73, 13, 10, 8, 4
2020/4/23, 116, 80, 17, 10, 8, 5
2020/4/24, 140, 53, 15, 6, 6, 3
2020/4/25, 82, 72, 11, 7, 7, 3
2020/4/26, 107, 38, 17, 4, 7, 2
2020/4/27, 77, 53, 41, 6, 8, 3
2020/4/28, 103, 72, 18, 8, 7, 4
